6.35,44.45
12.7,44.45
25.4,38.1
38.1,25.4
63.5,0.0
63.5,-25.4
44.45,-38.1
25.4,-44.45
12.7,-44.45
-12.7,-44.45
-25.4,-38.1
-38.1,-25.4
-50.8,-12.7
-63.5,-6.35
-69.85,6.35
-69.85,19.05
-57.15,31.75
-50.8,31.75
-38.1,31.75
